id	order	type	page_title	app_question	app_question_with_defect	defect	has_not_applicable_option	defect_order	has_image	has_text	is_prohibitional	show_warning	warning_text	safety_notes	for_hgv	for_non-hgv
335	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Cuts to tread (3rd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
336	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Side wall damage (1st axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
337	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Side wall damage (1st axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
338	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Side wall damage (2nd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
339	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Side wall damage (2nd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
340	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Side wall damage (3rd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
341	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Side wall damage (3rd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
342	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread below legal limit (1st axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
343	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread below legal limit (1st axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
344	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread below legal limit (2nd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
345	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread below legal limit (2nd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
346	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread below legal limit (3rd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
347	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread below legal limit (3rd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
348	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread nearing legal limit (1st axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
349	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread nearing legal limit (1st axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
350	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread nearing legal limit (2nd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
351	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread nearing legal limit (2nd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
352	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread nearing legal limit (3rd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
353	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Tread nearing legal limit (3rd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
354	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Uneven tread wear (1st axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
355	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Uneven tread wear (1st axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
356	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Uneven tread wear (2nd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
357	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Uneven tread wear (2nd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
358	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Uneven tread wear (3rd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
