id	order	page_title	app_question	app_question_with_defect	defect	has_not_applicable_option	defect_order	has_image	has_text	is_prohibitional	show_warning	warning_text	safety_notes	for_hgv	for_non-hgv
37	1	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Temperature (Amber)	0	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
38	1	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Temperature (Red)	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
39	4	Leaks	Walk around the vehicle. Is the vehicle free from leaks?	Walk around the vehicle. Is the vehicle free from leaks?	Brake system	0	1	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
40	4	Leaks	Walk around the vehicle. Is the vehicle free from leaks?	Walk around the vehicle. Is the vehicle free from leaks?	Fuel leak	0	2	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
41	4	Leaks	Walk around the vehicle. Is the vehicle free from leaks?	Walk around the vehicle. Is the vehicle free from leaks?	Oil leak	0	3	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
42	4	Leaks	Walk around the vehicle. Is the vehicle free from leaks?	Walk around the vehicle. Is the vehicle free from leaks?	Water leak	0	4	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
43	5	Headlights and Sidelights	Are all the headlights and sidelights free from defects?	Are all the headlights and sidelights free from defects?	Headlight cracked	0	0	1	0	1	0	\N	Roadworthy but obtain replacement	1	1	
44	5	Headlights and Sidelights	Are all the headlights and sidelights free from defects?	Are all the headlights and sidelights free from defects?	Headlight damaged	0	0	1	0	1	0	\N	Roadworthy but obtain replacement	1	1	
45	5	Headlights and Sidelights	Are all the headlights and sidelights free from defects?	Are all the headlights and sidelights free from defects?	Headlight bulb blown	0	0	0	0	1	0	\N	Not roadworthy replace bulb	1	1	
46	5	Headlights and Sidelights	Are all the headlights and sidelights free from defects?	Are all the headlights and sidelights free from defects?	Headlight fuse blown	0	0	0	0	1	0	\N	Not roadworthy replace fuse	1	1	
47	5	Headlights and Sidelights	Are all the headlights and sidelights free from defects?	Are all the headlights and sidelights free from defects?	Sidelight cracked	0	0	1	0	1	0	\N	Roadworthy but obtain replacement	1	1	
48	5	Headlights and Sidelights	Are all the headlights and sidelights free from defects?	Are all the headlights and sidelights free from defects?	Sidelight damaged	0	0	1	0	1	0	\N	Roadworthy but obtain replacement	1	1	
49	5	Headlights and Sidelights	Are all the headlights and sidelights free from defects?	Are all the headlights and sidelights free from defects?	Sidelight bulb blown	0	0	0	0	1	0	\N	Not roadworthy replace bulb	1	1	
50	5	Headlights and Sidelights	Are all the headlights and sidelights free from defects?	Are all the headlights and sidelights free from defects?	Sidelight fuse blown	0	0	0	0	1	0	\N	Not roadworthy replace fuse	1	1	
51	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Indicator cracked	0	0	1	0	1	0	\N	Roadworthy if no white light evident through lens	1	1	
52	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Indicator damaged	0	0	1	0	1	0	\N	Roadworthy if no white light evident through lens	1	1	
53	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Indicator bulb blown	0	0	0	0	1	0	\N	Not roadworthy replace bulb	1	1	
54	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Indicator fuse blown	0	0	0	0	1	0	\N	Not roadworthy replace fuse	1	1	
55	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Strobe cracked	0	0	1	0	1	0	\N	Roadworthy if no white light evident through lens	1	1	
56	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Strobe damaged	0	0	1	0	1	0	\N	Roadworthy if no white light evident through lens	1	1	
57	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Strobe bulb blown	0	0	0	0	1	0	\N	Not roadworthy replace bulb	1	1	
58	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Strobe fuse blown	0	0	0	0	1	0	\N	Not roadworthy replace fuse	1	1	
59	6	Indicators, Hazards, Auxilliary Lights and Beacons	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Are all indicators, hazards, auxilliary lights and beacons free from defects?	Auxilliary light bulb blown	0	0	0	0	1	0	\N	Roadworthy but obtain replacement	1	1	
60	7	Steering	Is the steering free from defects?	Is the steering free from defects?	Excessive free play 	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
61	7	Steering	Is the steering free from defects?	Is the steering free from defects?	Steering wheel insecure	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
62	7	Steering	Is the steering free from defects?	Is the steering free from defects?	Steering wheel damaged	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
63	7	Steering	Is the steering free from defects?	Is the steering free from defects?	Steering wheel inoperative	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
64	7	Steering	Is the steering free from defects?	Is the steering free from defects?	Steering column insecure	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
65	7	Steering	Is the steering free from defects?	Is the steering free from defects?	Steering column damaged	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
66	7	Steering	Is the steering free from defects?	Is the steering free from defects?	Steering column leaking	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
67	8	Windscreen	Is the windscreen free from defects?	Is the windscreen free from defects?	Windscreen chipped	0	0	1	0	1	0	\N	Roadworthy if driver's vision is not impaired	1	1	
68	8	Windscreen	Is the windscreen free from defects?	Is the windscreen free from defects?	Windscreen scratched	0	0	1	0	1	0	\N	Roadworthy if driver's vision is not impaired	1	1	
69	8	Windscreen	Is the windscreen free from defects?	Is the windscreen free from defects?	Windscreen cracked	0	0	1	0	1	0	\N	Roadworthy if driver's vision is not impaired	1	1	
70	8	Windscreen	Is the windscreen free from defects?	Is the windscreen free from defects?	Impaired driver vision	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
71	9	Wipers and Washers	Are the wipers and washers free from defects?	Are the wipers and washers free from defects?	Wiper missing	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
72	9	Wipers and Washers	Are the wipers and washers free from defects?	Are the wipers and washers free from defects?	Wipers worn	0	0	0	0	1	0	\N	Not roadworthy wipers must be replaced	1	1	
73	9	Wipers and Washers	Are the wipers and washers free from defects?	Are the wipers and washers free from defects?	Wiper inoperative	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
74	9	Wipers and Washers	Are the wipers and washers free from defects?	Are the wipers and washers free from defects?	Washers ineffective	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
75	9	Wipers and Washers	Are the wipers and washers free from defects?	Are the wipers and washers free from defects?	Washers inoperative	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
76	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Side view mirror chipped	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
77	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Side view mirror scratched	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
78	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Side view mirror cracked	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
79	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Side view mirror damaged	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
80	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Side view mirrors not aligned	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
81	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Side mirror casing cracked	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
82	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Side mirror casing damaged	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
83	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Side mirror casing scratched	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
84	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Obstructed view	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
85	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Mirrors de-laminated	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
86	11	Horn	Is the horn free from defects?	Is the horn free from defects?	No sound	1	0	0	0	1	1	Don't forget - it is illegal to sound your horn between 11.30pm and 7am in a built-up area.	Not roadworthy vehicle must be VOR	1	1	
87	11	Horn	Is the horn free from defects?	Is the horn free from defects?	Horn control damaged	1	0	0	0	1	1	Don't forget - it is illegal to sound your horn between 11.30pm and 7am in a built-up area.	Not roadworthy vehicle must be VOR	1	1	
88	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Display inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
89	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Rear camera inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
90	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Tread nearing legal limit	0	0	1	0	1	0	\N	Roadworthy but change at 2mm as per company policy	1	1	
91	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Tread below legal limit	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
92	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Cuts to tread	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
93	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Side wall damage	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
94	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Over inflated	0	0	0	0	1	0	\N	Not roadworthy	1	1	
95	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Under inflated	0	0	0	0	1	0	\N	Not roadworthy	1	1	
96	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Puncture	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
97	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Uneven tread wear	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
98	13	Tyres	Are the tyres free from defects?	Are the tyres free from defects?	Cords visible	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
99	14	Wheels	Are the wheels free from defects?	Are the wheels free from defects?	Tracking/wheels not aligned	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
100	14	Wheels	Are the wheels free from defects?	Are the wheels free from defects?	Wheel nut indicators not aligned	0	0	0	0	1	0	\N	Not roadworthy	1	1	
101	14	Wheels	Are the wheels free from defects?	Are the wheels free from defects?	Missing wheel nuts	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
102	14	Wheels	Are the wheels free from defects?	Are the wheels free from defects?	Re-torque required	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
103	14	Wheels	Are the wheels free from defects?	Are the wheels free from defects?	Wheel nut indicators missing	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
104	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged nearside door	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
105	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged nearside body panel	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
106	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged nearside sliding door	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
107	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged nearside sideguard	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
108	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged offside door	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
109	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged offside body panel	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
110	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged offside sliding door	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
111	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged offside sideguard	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
112	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged front grill	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
113	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged bonnet	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
114	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged front bumper	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
115	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged front wind deflector	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
116	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged rear doors	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
117	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged rear bumper	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
118	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Damaged fuel/adblue tank	0	0	1	0	1	0	\N	Roadworthy if there are no evident sharp edges	1	1	
119	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Loose body bolts	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
120	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Loose body brackets	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
121	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Number plate damaged	0	0	1	0	1	0	\N	Roadworthy if present and legible	1	1	
122	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Number plate missing	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
123	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Damaged nearside truckman panel	1	0	1	0	1	0	\N	Roadworthy if top is operable and free of sharp edges	1	1	
124	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Damaged/INOP nearside truckman door	1	0	1	0	1	0	\N	Roadworthy if top is operable and free of sharp edges	1	1	
125	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Damaged offside trackman panel	1	0	1	0	1	0	\N	Roadworthy if top is operable and free of sharp edges	1	1	
126	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Damaged/INOP offside truckman door	1	0	1	0	1	0	\N	Roadworthy if top is operable and free of sharp edges	1	1	
127	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Damaged rear truckman door	1	0	1	0	1	0	\N	Roadworthy if top is operable and free of sharp edges	1	1	
128	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Damaged rear truckman tail gate	1	0	1	0	1	0	\N	Roadworthy if top is operable and free of sharp edges	1	1	
129	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Damaged interior truckman light	1	0	0	0	1	0	\N	Roadworthy but obtain a replacement	1	1	
130	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Interior light bulb blown	1	0	0	0	1	0	\N	Roadworthy but obtain a replacement	1	1	
131	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Drawer damaged	1	0	1	0	1	0	\N	Roadworthy if no risk of injury is evident to the driver	1	1	
132	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Release button damaged	1	0	1	0	1	0	\N	Roadworthy if no risk of injury is evident to the driver	1	1	
133	16	Truckman Top	Is the truckman top free from damage, sharp edges and defects?	Is the truckman top free from damage, sharp edges and defects?	Drawer runner faulty	1	0	1	0	1	0	\N	Roadworthy if no risk of injury is evident to the driver	1	1	
134	17	Roof Bars and Racking Systems	Are the roof bars and external racking systems free from defects?	Are the roof bars and external racking systems free from defects?	Roof bars not secure	1	0	1	0	1	0	\N	Not roadworthy secure roof bars	1	1	
135	17	Roof Bars and Racking Systems	Are the roof bars and external racking systems free from defects?	Are the roof bars and external racking systems free from defects?	Roof bars damaged	1	0	1	0	1	0	\N	Roadworthy if bars are operable and free of sharp edges	1	1	
136	17	Roof Bars and Racking Systems	Are the roof bars and external racking systems free from defects?	Are the roof bars and external racking systems free from defects?	Roof bar brackets causing door rubber damage	1	0	1	0	1	0	\N	Roadworthy if bars are operable and free of sharp edges	1	1	
137	17	Roof Bars and Racking Systems	Are the roof bars and external racking systems free from defects?	Are the roof bars and external racking systems free from defects?	Roof bars missing or stolen	1	0	1	0	1	0	\N	Roadworthy but report immediately	1	1	
138	17	Roof Bars and Racking Systems	Are the roof bars and external racking systems free from defects?	Are the roof bars and external racking systems free from defects?	Roof tube damaged	1	0	1	0	1	0	\N	Roadworthy if tube is operable and free of sharp edges	1	1	
139	17	Roof Bars and Racking Systems	Are the roof bars and external racking systems free from defects?	Are the roof bars and external racking systems free from defects?	Roof tube not secure	1	0	0	0	1	0	\N	Not roadworthy secure roof tube	1	1	
