id	order	page_title	app_question	app_question_with_defect	defect	has_not_applicable_option	defect_order	has_image	has_text	is_prohibitional	show_warning	warning_text	safety_notes	for_hgv	for_non-hgv
140	17	Roof Bars and Racking Systems	Are the roof bars and external racking systems free from defects?	Are the roof bars and external racking systems free from defects?	Roof tube missing or stolen	1	0	1	0	1	0	\N	Roadworthy but report immediately	1	1	
141	19	Internal Racking Systems	Is the racking free from damage and sharp edges?	Is the racking free from damage and sharp edges?	Racking system bottom hinged doors damaged	1	0	1	0	1	0	\N	Roadworthy if no risk of injury is evident to the driver	1	1	
142	19	Internal Racking Systems	Is the racking free from damage and sharp edges?	Is the racking free from damage and sharp edges?	Racking system shelving damaged	1	0	1	0	1	0	\N	Roadworthy if no risk of injury is evident to the driver	1	1	
143	19	Internal Racking Systems	Is the racking free from damage and sharp edges?	Is the racking free from damage and sharp edges?	Racking system not secure	1	0	0	0	1	0	\N	Not roadworthy secure before driving vehicle	1	1	
144	19	Internal Racking Systems	Is the racking free from damage and sharp edges?	Is the racking free from damage and sharp edges?	Fuel storage not secure	1	0	0	0	1	0	\N	Not roadworthy secure before driving vehicle	1	1	
145	19	Internal Racking Systems	Is the racking free from damage and sharp edges?	Is the racking free from damage and sharp edges?	Oil storage not secure	1	0	0	0	1	0	\N	Not roadworthy secure before driving vehicle	1	1	
146	20	Spray Suppression	Is the spray suppression free from defects?	Is the spray suppression free from defects?	Insecure 	1	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
147	20	Spray Suppression	Is the spray suppression free from defects?	Is the spray suppression free from defects?	Damaged	1	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
148	20	Spray Suppression	Is the spray suppression free from defects?	Is the spray suppression free from defects?	Missing  	1	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
149	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Reflectors cracked	0	0	1	0	1	0	\N	Roadworthy but obtain replacement	1	1	
150	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Reflectors damaged	0	0	1	0	1	0	\N	Roadworthy but obtain replacement	1	1	
151	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Marker lights cracked	0	0	1	0	1	0	\N	Roadworthy if no white light evident through lens	1	1	
152	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Marker lights damaged	0	0	1	0	1	0	\N	Roadworthy if no white light evident through lens	1	1	
153	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Brake light damaged	0	0	1	0	1	0	\N	Roadworthy if no white light evident through lens	1	1	
154	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Brake light bulb blown	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
155	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Brake light fuse blown	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
156	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Reverse light damaged	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
157	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Reverse light bulb blown	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
158	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Reverse light fuse blown	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
159	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Hand brake worn	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
160	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Hand brake insecure	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
161	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Hand brake damaged	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
162	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Hand brake inoperative	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
163	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake worn	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
164	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake insecure	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
165	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake damaged	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
166	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake inoperative	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
167	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake spongey	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
168	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Air leak in braking system	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
169	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Trailer brake poor	0	0	0	0	1	0	\N	Not roadworthy	1	1	
170	22	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Trailer park brake inoperative	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
171	23	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Battery is loose	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
172	23	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Battery is leaking	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
173	23	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Damaged connectors/couplings	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
174	23	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Damaged cables	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
175	23	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Battery flat/won't start	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
176	24	Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Missing	1	0	0	0	1	0	\N	Roadworthy but seek replacement extinguisher	1	1	
177	24	Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Not secured	1	0	1	0	1	0	\N	Roadworthy once secured	1	1	
178	24	Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Out of service	1	0	1	0	1	0	\N	Roadworthy if guage is in green. Service to be arranged	1	1	
179	24	Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Gauge in red	1	0	1	0	1	0	\N	Roadworthy but seek replacement extinguisher	1	1	
180	25	First Aid Kit	Is the first aid kit free from defects and have the correct in-date contents?	Is the first aid kit free from defects and have the correct in-date contents?	First aid kit is missing	1	0	0	0	1	0	\N	Roadworthy but seek replacement kit	1	1	
181	25	First Aid Kit	Is the first aid kit free from defects and have the correct in-date contents?	Is the first aid kit free from defects and have the correct in-date contents?	No/Expired eye wash	1	0	0	0	1	0	\N	Roadworthy but seek replacement kit	1	1	
182	25	First Aid Kit	Is the first aid kit free from defects and have the correct in-date contents?	Is the first aid kit free from defects and have the correct in-date contents?	No/Expired plasters	1	0	0	0	1	0	\N	Roadworthy but seek replacement kit	1	1	
183	25	First Aid Kit	Is the first aid kit free from defects and have the correct in-date contents?	Is the first aid kit free from defects and have the correct in-date contents?	Item missing	1	0	0	0	1	0	\N	Roadworthy but seek replacement kit	1	1	
184	26	Spill Kit	Is the spill kit free from defects?	Is the spill kit free from defects?	Missing	1	0	0	0	1	0	\N	Roadworthy but seek replacement kit	1	1	
185	26	Spill Kit	Is the spill kit free from defects?	Is the spill kit free from defects?	Items missing	1	0	0	0	1	0	\N	Roadworthy but seek replacement kit	1	1	
186	27	Hand Cleaning Station	Is the hand cleaning station free from defects?	Is the hand cleaning station free from defects?	Hand cleaner not dispensing	1	0	0	0	1	0	\N	Not roadworthy	1	1	
187	27	Hand Cleaning Station	Is the hand cleaning station free from defects?	Is the hand cleaning station free from defects?	Hand cleaner needs refilling	1	0	0	0	1	0	\N	Roadworthy if replenished	1	1	
188	27	Hand Cleaning Station	Is the hand cleaning station free from defects?	Is the hand cleaning station free from defects?	Hand cleaning station damaged	1	0	1	0	1	0	\N	Not roadworthy	1	1	
189	28	Speed Limiter	Speed Limiter	Speed Limiter	Speed limiter faulty	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
190	29	Speedometer	Speedometer	Speedometer	Speedometer faulty	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
191	30	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Excessive smoke	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
192	30	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Black smoke	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
193	30	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Engine or Exhaust Smoke	White smoke	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
194	31	Clutch	Clutch	Clutch	Faulty clutch	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit. Confirm with manager	1	1	
195	32	Gearbox	Gearbox	Gearbox	Faulty gearbox	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit. Confirm with manager	1	1	
196	1	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	AdBlue warning light on dash	0	0	1	0	1	0	\N	Re-fill Adblue asap	1	1	
197	1	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Oil change on message list	0	0	1	0	1	0	\N	Contact Fleet and advise that a workshop booking is required	1	1	
198	1	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Service light on dash	0	0	1	0	1	0	\N	Contact Fleet and advise that a workshop booking is required	1	1	
199	33	Tyre Safety Check	Tyre Safety Check	Tyre Safety Check	Tyre safety check	0	0	0	0	1	0	\N	Contact Fleet and advise that a workshop booking is required	1	1	
200	34	Vehicle for MOT	Vehicle for MOT	Vehicle for MOT	Vehicle for MOT	0	0	0	0	1	0	\N	Advisory defect	1	1	
201	35	Vehicle for Service	Vehicle for Service	Vehicle for Service	Vehicle for service	0	0	0	0	1	0	\N	Advisory defect	1	1	
202	36	Wheel Re-torque Required	Wheel Re-torque Required	Wheel Re-torque Required	Wheel re-torque required	0	0	0	0	1	0	\N	Wheels must be re-torqued to correct Nm, stand for 30 mins and be re-torqued again	1	1	
203	37	Wheel Alignment and Tracking	Wheel Alignment and Tracking	Wheel Alignment and Tracking	Wheel alignment and tracking	0	0	0	0	1	0	\N	Contact Fleet and advise that a workshop booking is required	1	1	
204	2	Reversing Camera System	Is the reversing camera system free from defects?	Is the reversing camera system free from defects?	Rear camera inoperative	1	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
205	2	Reversing Camera System	Is the reversing camera system free from defects?	Is the reversing camera system free from defects?	Reversing monitor inoperative	1	0	1	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
206	3	Telematics System	Is the telematics system free from defects?	Is the telematics system free from defects?	Driver feedback bar faulty	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
207	3	Telematics System	Is the telematics system free from defects?	Is the telematics system free from defects?	Driver feedback bar damaged	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
208	3	Telematics System	Is the telematics system free from defects?	Is the telematics system free from defects?	No power to driver feedback bar	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
209	3	Telematics System	Is the telematics system free from defects?	Is the telematics system free from defects?	Driver fob lost	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
210	3	Telematics System	Is the telematics system free from defects?	Is the telematics system free from defects?	Driver fob damaged	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
211	3	Telematics System	Is the telematics system free from defects?	Is the telematics system free from defects?	Driver fob faulty	0	0	0	0	1	0	\N	Roadworthy but needs workshop visit	1	1	
212	1	Dash Status and Warnings	Is the dashboard free from advisory or warning symbols?	Is the dashboard free from advisory or warning symbols?	Tyre pressure warning light	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
213	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Rear view mirror chipped	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
214	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Rear view mirror scratched	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
215	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Rear view mirror cracked	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
216	10	Mirrors	Are all mirrors free from defects?	Are all mirrors free from defects?	Rear view mirror damaged	0	0	1	0	1	0	\N	Roadworthy if driver vision is not impaired	1	1	
217	11	Horn	Is the horn free from defects?	Is the horn free from defects?	Horn ineffective	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
218	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Front camera inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
219	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Reversing siren inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
220	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Nearside camera inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
221	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Offside camera inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
222	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Left turn warning inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
223	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Driver promity alarm inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
224	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Side sensors inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
225	12	CCTV System	Is the CCTV system free from defects?	Is the CCTV system free from defects?	Hard drive inoperative	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
226	14	Wheels	Are the wheels free from defects?	Are the wheels free from defects?	Wheel nuts loose	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
227	15	Bodywork and Number Plate	Is the bodywork and number plate free from damage and sharp edges?	Is the bodywork and number plate free from damage and sharp edges?	Number plate light broken	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
228	21	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Marker light bulb blown	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
229	38	Seat Security	Is the seat secure and seatbelts free from damage?	Is the seat secure and seatbelts free from damage?	Seat insecure/loose	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
230	38	Seat Security	Is the seat secure and seatbelts free from damage?	Is the seat secure and seatbelts free from damage?	Seatbelt worn	0	0	1	0	1	0	\N	Roadworthy but obtain replacement	1	1	
231	38	Seat Security	Is the seat secure and seatbelts free from damage?	Is the seat secure and seatbelts free from damage?	Seatbelt cut	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
232	38	Seat Security	Is the seat secure and seatbelts free from damage?	Is the seat secure and seatbelts free from damage?	Seatbelt damaged	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
233	38	Seat Security	Is the seat secure and seatbelts free from damage?	Is the seat secure and seatbelts free from damage?	Seatbelt not retracting	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
234	38	Seat Security	Is the seat secure and seatbelts free from damage?	Is the seat secure and seatbelts free from damage?	Seatbelt missing	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
235	39	Tachograph	Is the tachograph free from defects, with sufficient spare printer rolls?	Is the tachograph free from defects, with sufficient spare printer rolls?	Tacho inoperable	1	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
236	39	Tachograph	Is the tachograph free from defects, with sufficient spare printer rolls?	Is the tachograph free from defects, with sufficient spare printer rolls?	No spare printer roll	1	0	0	0	1	0	\N	Roadworthy but obtain box of tacho rolls	1	1	
237	40	Vehicle Height	Is the height indicator present?	Is the height indicator present?	Height indicator missing	1	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
238	41	Plating Certificate	Is the plating certificate present?	Is the plating certificate present?	Plating certificate missing	1	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
239	42	Chapter 8	Is all chapter 8 and livery in order and free from defects?	Is all chapter 8 and livery in order and free from defects?	Damaged livery	1	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
240	42	Chapter 8	Is all chapter 8 and livery in order and free from defects?	Is all chapter 8 and livery in order and free from defects?	Missing livery	1	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
241	42	Chapter 8	Is all chapter 8 and livery in order and free from defects?	Is all chapter 8 and livery in order and free from defects?	Livery non-compliant	1	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
242	43	Load Security	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Load unevenly distributed	0	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
243	43	Load Security	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Mechanical sheets inoperative	0	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
244	43	Load Security	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Strapping/chains damaged	0	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
245	43	Load Security	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Strapping/chains missing	0	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
246	43	Load Security	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Strapping/chains not secured to correct fixing points	0	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
247	43	Load Security	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Is the load secure, vehicle not overweight, and load security equipment free from defects?	Vehicle overloaded	0	0	1	0	1	0	\N	Seek advice from your supervisor	1	1	
248	44	Ancillary Equipment	Is all ancillary equipment free from defects?	Is all ancillary equipment free from defects?	Defect with ancillary equipment	1	1	1	0	1	0	\N	Seek advice from your supervisor	1	1	
249	45	Exhaust System	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Excessive smoke	1	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
250	45	Exhaust System	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Black smoke	1	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
251	45	Exhaust System	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	White smoke	1	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
252	45	Exhaust System	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Unusual noise present	1	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
253	45	Exhaust System	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Is the exhaust free from excessive smoke and noise, securely connected to the vehicle and free from defects?	Exhaust not secure	1	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
254	46	FORS	Is this vehicle FORS compliant? (including, if applicable, prominent warning signage, side under-run protection, and class V & VI mirrors)	Is this vehicle FORS compliant? (including, if applicable, prominent warning signage, side under-run protection, and class V & VI mirrors)	Prominent warning signage is not fitted	0	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
255	46	FORS	Is this vehicle FORS compliant? (including, if applicable, prominent warning signage, side under-run protection, and class V & VI mirrors)	Is this vehicle FORS compliant? (including, if applicable, prominent warning signage, side under-run protection, and class V & VI mirrors)	Side under-run protection is not fitted	0	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
256	46	FORS	Is this vehicle FORS compliant? (including, if applicable, prominent warning signage, side under-run protection, and class V & VI mirrors)	Is this vehicle FORS compliant? (including, if applicable, prominent warning signage, side under-run protection, and class V & VI mirrors)	Class V and VI mirrors are not fitted	0	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
257	46	FORS	Is this vehicle FORS compliant? (including, if applicable, prominent warning signage, side under-run protection, and class V & VI mirrors)	Is this vehicle FORS compliant? (including, if applicable, prominent warning signage, side under-run protection, and class V & VI mirrors)	Other non-compliance	0	0	0	0	1	0	\N	Seek advice from your supervisor	1	1	
258	47	Coupling Security	Are the security chains and breakaway cables free from defects?	Are the security chains and breakaway cables free from defects?	Security chain missing	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
259	47	Coupling Security	Are the security chains and breakaway cables free from defects?	Are the security chains and breakaway cables free from defects?	Security chain damaged	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
260	47	Coupling Security	Are the security chains and breakaway cables free from defects?	Are the security chains and breakaway cables free from defects?	Breakaway cable missing	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
261	47	Coupling Security	Are the security chains and breakaway cables free from defects?	Are the security chains and breakaway cables free from defects?	Breakaway cable damaged	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
262	48	Coupling System	Is the ball & hitch/coupling free from defects?	Is the ball & hitch/coupling free from defects?	Damaged	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
263	48	Coupling System	Is the ball & hitch/coupling free from defects?	Is the ball & hitch/coupling free from defects?	Insecure	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
264	49	Braking System	Is the braking system free from defects?	Is the braking system free from defects?	Braking system inoperative	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
265	49	Braking System	Is the braking system free from defects?	Is the braking system free from defects?	Brake cable damaged	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
266	49	Braking System	Is the braking system free from defects?	Is the braking system free from defects?	Brake cable missing	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
267	50	Electrical Connections	Are the electrical connections free from defects?	Are the electrical connections free from defects?	Cables inoperative	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
268	50	Electrical Connections	Are the electrical connections free from defects?	Are the electrical connections free from defects?	Cables damaged	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
269	50	Electrical Connections	Are the electrical connections free from defects?	Are the electrical connections free from defects?	Cables missing	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
270	50	Electrical Connections	Are the electrical connections free from defects?	Are the electrical connections free from defects?	Cables insecure	0	0	1	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	
