id	order	type	page_title	app_question	app_question_with_defect	defect	has_not_applicable_option	defect_order	has_image	has_text	is_prohibitional	show_warning	warning_text	safety_notes	for_hgv	for_non-hgv	created_at	updated_at
127	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (1st Axel offside)	0	0	0	0	0	0	\N	Call tyre company in handbook to get Re-torque	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
128	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (1st Axel nearside)	0	0	0	0	0	0	\N	Call tyre company in handbook to get Re-torque	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
129	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (2nd Axel offside)	0	0	0	0	0	0	\N	Call tyre company in handbook to get Re-torque	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
130	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (2nd Axel nearside)	0	0	0	0	0	0	\N	Call tyre company in handbook to get Re-torque	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
131	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (3rd Axel offside)	0	0	0	0	0	0	\N	Call tyre company in handbook to get Re-torque	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
132	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (3rd Axel nearside)	0	0	0	0	0	0	\N	Call tyre company in handbook to get Re-torque	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
133	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators missing (1st Axel offside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
134	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators missing (1st Axel nearside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
135	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators missing (2nd Axel offside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
136	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators missing (2nd Axel nearside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:57	2021-08-16 05:25:57
137	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators missing (3rd Axel offside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
138	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators missing (3rd Axel nearside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
139	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators not aligned (1st Axel offside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
140	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators not aligned (1st Axel nearside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
141	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators not aligned (2nd Axel offside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
142	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators not aligned (2nd Axel nearside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
143	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators not aligned (3rd Axel offside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
144	18	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nut indicators not aligned (3rd Axel nearside)	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
145	19	yesno	Wings and Spray - Supression 	Are wings and spray supression free from damage?	Are wings and spray supression free from damage?	Damaged wing (nearside)	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
146	19	yesno	Wings and Spray - Supression 	Are wings and spray supression free from damage?	Are wings and spray supression free from damage?	Damaged flaps (nearside)	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
147	19	yesno	Wings and Spray - Supression 	Are wings and spray supression free from damage?	Are wings and spray supression free from damage?	Damaged wing (offside)	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
148	19	yesno	Wings and Spray - Supression 	Are wings and spray supression free from damage?	Are wings and spray supression free from damage?	Damaged flaps (offside)	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
149	20	yesno	Wings and Spray - Underrun Bar 	Is the underrun bar free from defects?	Is the underrun bar free from defects?	Bar damaged	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
150	20	yesno	Wings and Spray - Underrun Bar 	Is the underrun bar free from defects?	Is the underrun bar free from defects?	Bar has sharp edges	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
151	21	yesno	Wings and Spray - Sideguard 	Is the sideguard free from defects?	Is the sideguard free from defects?	Sideguard damaged (nearside)	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
152	21	yesno	Wings and Spray - Sideguard 	Is the sideguard free from defects?	Is the sideguard free from defects?	Sideguard insecure (nearside)	0	0	0	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
153	21	yesno	Wings and Spray - Sideguard 	Is the sideguard free from defects?	Is the sideguard free from defects?	Sideguard missing (nearside)	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
154	21	yesno	Wings and Spray - Sideguard 	Is the sideguard free from defects?	Is the sideguard free from defects?	Sideguard damaged (offside)	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
155	21	yesno	Wings and Spray - Sideguard 	Is the sideguard free from defects?	Is the sideguard free from defects?	Sideguard insecure (offside)	0	0	0	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
156	21	yesno	Wings and Spray - Sideguard 	Is the sideguard free from defects?	Is the sideguard free from defects?	Sideguard missing (offside)	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:58	2021-08-16 05:25:58
157	22	yesno	Ladders	Are ladders free from defects?	Are ladders free from defects?	Ladder damaged	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
158	22	yesno	Ladders	Are ladders free from defects?	Are ladders free from defects?	Ladder insecure	0	0	0	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
159	23	yesno	Handrails	Are handrails free from defects?	Are handrails free from defects?	Handrail damaged	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
160	23	yesno	Handrails	Are handrails free from defects?	Are handrails free from defects?	Handrail insecure	0	0	0	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
161	23	yesno	Handrails	Are handrails free from defects?	Are handrails free from defects?	Handrail missing	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
162	24	yesno	Catwalks	Are catwalks free from defects?	Are catwalks free from defects?	Catwalk damaged	0	0	1	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
163	24	yesno	Catwalks	Are catwalks free from defects?	Are catwalks free from defects?	Catwalk insecure	0	0	0	0	1	0	\N	Not roadworthy go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
164	25	yesno	Trailer Valves, Gauges and Man Lids - Leakages	Is the product leakage free?	Is the product leakage free?	Leaking from valve	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
165	25	yesno	Trailer Valves, Gauges and Man Lids - Leakages	Is the product leakage free?	Is the product leakage free?	Leaking on tank	0	0	0	0	1	0	\N	Not roadworthy vehicle must be VOR	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
166	26	yesno	Trailer Valves - Pressure Release Valve	Is the pressure relief valve functioning correctly?	Is the pressure relief valve functioning correctly?	Valve defective	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
167	27	yesno	Trailer Valves - Pressure Gauge	Is the pressure gauge functioning correctly?	Is the pressure gauge functioning correctly?	Valve defective	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
168	28	yesno	Trailer Valves - Non-Return Valves	Are the non-return valves functioning correctly?	Are the non-return valves functioning correctly?	Valve defective	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
169	29	yesno	Trailer Valves - Control Valves	Are the control valves functioning correctly?	Are the control valves functioning correctly?	Valve defective	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
170	30	yesno	Trailer Valves - Foot Valve	Is the foot valve functioning correctly?	Is the foot valve functioning correctly?	Valve defective	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
171	31	yesno	Trailer Valves - Saunders / Butterfly Valve	Is the saunders / butterfly valve functioning correctly?	Is the saunders / butterfly valve functioning correctly?	Valve defective	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
172	32	yesno	Manlids	Are manlids and lid lugs secure?	Are manlids and lid lugs secure?	Manlids / lid lugs insecure	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
173	33	yesno	Trailer Inlet Pipe	Is the trailer inlet pipework secure?	Is the trailer inlet pipework secure?	Pipework insecure	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
174	34	yesno	Trailer Outlet Pipe	Is the trailer outlet pipework secure?	Is the trailer outlet pipework secure?	Pipework insecure	0	0	0	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
175	35	yesno	Hose Rack	Is the hose pipe rack free from defects?	Is the hose pipe rack free from defects?	Piperack damaged	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:25:59	2021-08-16 05:25:59
176	36	yesno	Hoses Straps	Are the hose rack straps free from defects?	Are the hose rack straps free from defects?	Straps damaged 	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
177	37	yesno	Hoses	Are hoses free from defects?	Are hoses free from defects?	Hose damaged	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
178	37	yesno	Hoses	Are hoses free from defects?	Are hoses free from defects?	Connector damaged	0	0	1	0	0	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
179	38	media	Hose Numbers	Please take an image of hose numbers	Please take an image of hose numbers	\N	0	0	1	0	0	0	\N	\N	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
180	39	dropdown	Hose Test Tag	Confirm colour of the test tags on hoses	Confirm colour of the test tags on hoses	[{"label":"Hose 1","options":["Red","Yellow","Blue"]},{"label":"Hose 2","options":["Red","Yellow","Blue"]},{"label":"Hose 3","options":["Red","Yellow","Blue"]}]	0	0	0	0	0	0	\N	\N	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
181	40	yesno	Trailer Fire Extinguisher - Pin and Seal	Is the fire extinguisher pin and seal intact?	Is the fire extinguisher pin and seal intact?	Pin / seal missing / defective	0	0	1	0	1	0	\N	Not roadworthy seek replacement extinguisher	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
182	41	yesno	Trailer Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Missing	0	0	0	0	1	0	\N	Not roadworthy seek replacement extinguisher	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
183	41	yesno	Trailer Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Not secured	0	0	1	0	1	0	\N	Roadworthy once secured	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
184	41	yesno	Trailer Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Out of service	0	0	1	0	1	0	\N	Not roadworthy seek replacement extinguisher	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
185	41	yesno	Trailer Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Gauge in red	0	0	1	0	1	0	\N	Not roadworthy seek replacement extinguisher	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
186	42	yesno	Trailer Plate Certificate	Is the trailer plate certificate present and free from defects?	Is the trailer plate certificate present and free from defects?	Plate missing	0	0	0	0	0	0	\N	Contact transport office	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
187	42	yesno	Trailer Plate Certificate	Is the trailer plate certificate present and free from defects?	Is the trailer plate certificate present and free from defects?	Plate is not legible	0	0	1	0	0	0	\N	Contact transport office	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
188	43	yesno	Trailer ADR Certificate	Is trailer ADR certificate present and visible?	Is trailer ADR certificate present and visible?	Certificate not present	0	0	0	0	1	0	\N	Contact transport office	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
189	43	yesno	Trailer ADR Certificate	Is trailer ADR certificate present and visible?	Is trailer ADR certificate present and visible?	Certificate not legible	0	0	0	0	1	0	\N	Contact transport office	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
190	44	yesno	Kemler Boards	Are the Kemler boards free from defects?	Are the Kemler boards free from defects?	Boards damaged	0	0	1	0	1	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
191	44	yesno	Kemler Boards	Are the Kemler boards free from defects?	Are the Kemler boards free from defects?	Boards missing	0	0	1	0	1	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
192	45	yesno	Haz Board	Is the haz board holder free from defects?	Is the haz board holder free from defects?	Haz board damages	0	0	1	0	1	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
193	46	yesno	UN Numbers	Have you got the correct UN numbers for product being carried?	Have you got the correct UN numbers for product being carried?	Missing / incorrect numbers	0	0	0	0	1	0	\N	Go to service centre / ICL Workshop	1	1	2021-08-16 05:26:00	2021-08-16 05:26:00
194	47	yesno	Ancillary Equipment	Is all ancillary equipment free from defects?	Is all ancillary equipment free from defects?	Add new defect	1	1	1	0	1	0	\N	Seek advice from your supervisor	1	1 2021-08-16 05:26:00	2021-08-16 05:26:00
