id	order	page_title	app_question	app_question_with_defect	defect	defect_order	has_image	has_text	is_prohibitional	safety_notes	for_hgv	for_non-hgv
152	19	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Marker lights damaged	0	1	0	1	Roadworthy if no white light evident through lens	1	1
153	19	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Brake light damaged	0	1	0	1	Roadworthy if no white light evident through lens	1	1
154	19	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Brake light bulb blown	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
155	19	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Brake light fuse blown	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
156	19	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Reverse light damaged	0	1	0	1	Not roadworthy vehicle must be VOR	1	1
157	19	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Reverse light bulb blown	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
158	19	Brake and Reverse Lights, Reflectors and Marker Lights	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Are all the brake and reverse lights, reflectors and marker lights free from defects?	Reverse light fuse blown	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
159	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Hand brake worn	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
160	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Hand brake insecure	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
161	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Hand brake damaged	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
162	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Hand brake inoperative	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
163	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake worn	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
164	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake insecure	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
165	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake damaged	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
166	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake inoperative	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
167	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Foot brake spongey	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
168	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Air leak in braking system	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
169	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Trailer brake poor	0	0	0	1	Not roadworthy	1	1
170	20	Brakes	Are all brakes free from defects?	Are all brakes free from defects?	Trailer park brake inoperative	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
171	21	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Battery is loose	0	1	0	1	Not roadworthy vehicle must be VOR	1	1
172	21	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Battery is leaking	0	1	0	1	Not roadworthy vehicle must be VOR	1	1
173	21	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Damaged connectors/couplings	0	1	0	1	Not roadworthy vehicle must be VOR	1	1
174	21	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Damaged cables	0	1	0	1	Not roadworthy vehicle must be VOR	1	1
175	21	Battery and Electrics	Are the electrics and the battery free from defects and secure?	Are the electrics and the battery free from defects and secure?	Battery flat/won't start	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
176	22	Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Missing	0	0	0	1	Roadworthy but seek replacement extinguisher	1	1
177	22	Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Not secured	0	1	0	1	Roadworthy once secured	1	1
178	22	Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Out of service	0	1	0	1	Roadworthy if guage is in green. Service to be arranged	1	1
179	22	Fire Extinguisher	Is the fire extinguisher free from defects?	Is the fire extinguisher free from defects?	Guage in red	0	1	0	1	Roadworthy but seek replacement extinguisher	1	1
180	23	First Aid Kit	Is the first aid kit free from defects and have the correct in-date contents?	Is the first aid kit free from defects and have the correct in-date contents?	First aid kit is missing	0	0	0	1	Roadworthy but seek replacement kit	1	1
181	23	First Aid Kit	Is the first aid kit free from defects and have the correct in-date contents?	Is the first aid kit free from defects and have the correct in-date contents?	No/Expired eye wash	0	0	0	1	Roadworthy but seek replacement kit	1	1
182	23	First Aid Kit	Is the first aid kit free from defects and have the correct in-date contents?	Is the first aid kit free from defects and have the correct in-date contents?	No/Expired plasters	0	0	0	1	Roadworthy but seek replacement kit	1	1
183	23	First Aid Kit	Is the first aid kit free from defects and have the correct in-date contents?	Is the first aid kit free from defects and have the correct in-date contents?	Item missing	0	0	0	1	Roadworthy but seek replacement kit	1	1
184	24	Spill Kit	Is the spill kit free from defects?	Is the spill kit free from defects?	Missing	0	0	0	1	Roadworthy but seek replacement kit	1	1
185	24	Spill Kit	Is the spill kit free from defects?	Is the spill kit free from defects?	Items missing	0	0	0	1	Roadworthy but seek replacement kit	1	1
186	25	Hand Cleaning Station	Is the hand cleaning station free from defects?	Is the hand cleaning station free from defects?	Hand cleaner not dispensing	0	0	0	1	Not roadworthy	1	1
187	25	Hand Cleaning Station	Is the hand cleaning station free from defects?	Is the hand cleaning station free from defects?	Hand cleaner needs refilling	0	0	0	1	Roadworthy if replenished	1	1
188	25	Hand Cleaning Station	Is the hand cleaning station free from defects?	Is the hand cleaning station free from defects?	Hand cleaning station damaged	0	1	0	1	Not roadworthy	1	1
189	26	Speed Limiter	Speed Limiter	Speed Limiter	Speed limiter faulty	0	0	0	1	Roadworthy but needs workshop visit	1	1
190	27	Speedometer	Speedometer	Speedometer	Speedometer faulty	0	0	0	1	Not roadworthy vehicle must be VOR	1	1
191	28	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Excessive smoke	0	1	0	1	Not roadworthy vehicle must be VOR	1	1
192	28	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Black smoke	0	1	0	1	Not roadworthy vehicle must be VOR	1	1
193	28	Engine or Exhaust Smoke	Engine or Exhaust Smoke	Engine or Exhaust Smoke	White smoke	0	1	0	1	Not roadworthy vehicle must be VOR	1	1
194	29	Clutch	Clutch	Clutch	Faulty clutch	0	0	0	1	Roadworthy but needs workshop visit. Confirm with manager	1	1
195	30	Gearbox	Gearbox	Gearbox	Faulty gearbox	0	0	0	1	Roadworthy but needs workshop visit. Confirm with manager	1	1
